item_id,nb_days
[1316534],[151]
[1976130 1495368],[151 112]
[833599],[151]
[241461],[151]
[1331220],[151]
[1962198],[151]
[932347],[151]
[1689209  268250],[151 151]
[1547178 2155094],[151 108]
[1497935],[151]
"[2156034  952836 2899540  682871 1965742 1333316 2550895  456514 1816796
 1080396 2792489  277270 1327789]",[151  90  90  90  88  88  88  68  68  68  68  68  18]
[640839],[151]
[ 549751  912865 1961311 1438673 1887219 1687910],[151 145 145 133 133 104]
[1255726],[151]
[1699509],[151]
[975243],[151]
[2770385  290624],[151  57]
[619157 597314 487992],[151 141 134]
[314633],[151]
[1210233],[151]
[1603811],[151]
[503972],[151]
[1913424 1375928],[151  13]
[1463543],[151]
[565571],[151]
[423547],[151]
[1746190],[151]
[1687082],[151]
[2058499],[151]
[486225],[151]
"[2073553 1257871  742741  973512 2738264 1650899 1339601 1498329 1892192
 2431539  365727  245079 1971894]",[151 151 132 132 132 122 111  84  77  73  63  20   6]
[1000254],[151]
[451754],[151]
[834620],[151]
[816840 883661],[151 122]
[1353012],[151]
[766630],[151]
[1036192],[151]
[1054067],[151]
[172914],[151]
[580060],[151]
[1692512],[151]
[1188264],[150]
[755371],[150]
[1390827],[150]
[1211829],[150]
[123793],[150]
[1640972],[150]
[1606923],[150]
[1628426],[150]
[ 152662 1797023],[150 136]
[1176605 1731993],[150 150]
[269172],[150]
[458666],[150]
[1592585],[150]
[1834223],[150]
[424703 453349],[150  41]
[1796472],[150]
[399935],[150]
[159931],[150]
[128959 397391],[150 101]
[612756],[150]
[1661761],[150]
[784810 574286],[150 146]
[123373],[150]
[1024498],[150]
[698130],[150]
[1093026],[150]
[1406056],[150]
[1092231],[150]
[1689209],[150]
[1828664],[150]
[862446],[150]
[315240],[150]
[299987],[150]
[714449],[150]
[ 698130 1501987],[149 149]
[674597],[149]
[1269027],[149]
[989581 134393],[149  20]
[1692512  868096],[149 146]
[296430],[149]
[ 916639 2771196],[149 128]
[574286],[149]
[1891250],[149]
[1623440],[149]
[124204],[149]
[1224461  650770],[149 134]
[627759],[149]
[314633],[149]
[1000254],[149]
[1616442],[149]
[2175805 1094009],[149 149]
[1920477],[149]
[632507],[149]
[131117],[149]
[1149283],[149]
[1904556],[149]
[1390469],[149]
[615009],[148]
[428942],[148]
[1809964 1556013],[148  70]
[1626903],[148]
[467817 241461],[148 148]
[278104],[148]
[ 597314 1982904],[148 148]
[1231740],[148]
[ 669519 1277141 1542250 1514308],[148 148 148 103]
[1463604],[148]
[757774],[148]
[632507 360837],[148 148]
[730604],[148]
[1045604],[148]
"[ 276056 1821947  596740 1083818  720677 2737172 2644916  512791 2641318
  620524 2164145 2811715 2160645]",[148 148 148 128 101  91  71  65  51  41  40  33  29]
[2874874 1126054  579746  394079  680249 2785640 1839031],[148 148 148  94  94  94  70]
[948002],[148]
[432275 449609],[148 139]
[1547178 1880626],[148  23]
[507766],[148]
[1483804  959200],[148 148]
[ 698130 1490515 1245038],[148 138 132]
[ 721699 1796472],[148 148]
[374312 826672],[148 148]
[1535617  928269],[148 148]
[2567610],[148]
[1935592],[148]
[989581],[148]
[480832],[148]
[1530913],[148]
[2239701],[148]
[ 746366 1342972],[148  92]
[1309537],[148]
[131533],[148]
[424703],[148]
[552889],[148]
[2599464 1088129],[148 148]
[142179],[148]
[1011971  638318],[148  19]
[1941671 1027436 1967750],[148 130 130]
[430096],[148]
[945880],[148]
[132738],[148]
[1796472],[148]
[987743],[148]
[1188713],[148]
[1334728],[148]
[2192590],[148]
[1299190],[148]
[226529],[148]
[595269],[148]
[927817],[148]
[468020],[148]
[1383415],[148]
[877479],[147]
[931734],[147]
[2444237  972745 1458403],[147 147 130]
[ 348662  455720 2374314  940367 1855564 2642071 2854429 2637067 2403303],[147 147 147 120  63  58  33  33  30]
[ 878388 2182859  574909],[147 147 147]
[172914],[147]
[1256434 1334728],[147 125]
[585830],[147]
[2667547],[147]
[1707988 1707988],[147 147]
[1487957],[147]
[1146287],[147]
[430708],[147]
[1728434],[147]
[1527117  467817],[147 147]
[1156321],[147]
[1198628],[147]
[1844025],[147]
[363135],[147]
[269950],[147]
[873547],[147]
[1391477],[147]
[1008562  730008],[147 147]
[921642],[147]
[914568],[147]
[1973664 2184285],[147  20]
[348662],[147]
[1251617 1877137 1111873],[147 147 125]
[2273244 1832896],[147 122]
[1213427 1851598  668280],[147 147 147]
[2362525 2463317  241461 1219459 1481329  209001],[147 147 147 116 101  89]
[296430],[147]
[1064397],[147]
[1972833],[147]
[1877137],[147]
[ 168610 1366530 1488836],[147 147  12]
[2379488  242782 2553295],[147 147 147]
[1744232],[147]
[1091654],[147]
[730008],[147]
[1122460],[147]
[714374],[147]
[2730831 1467760 2197525 1652667 1126054 1363651  742741  955151],[147 147 109 109 109  95  95  95]
[405258],[147]
[1744232],[147]
[1418138],[147]
[943243],[147]
[ 174391 1450450],[147 147]
[706145],[147]
[635364],[147]
[1213752],[147]
[288472],[147]
[1210233],[147]
[1729496],[147]
[1008474 1475816 2026327],[147 122  78]
[1981289],[147]
[1505204],[147]
[820244 275088],[147  67]
[ 377662 1125393],[147 147]
[1646340],[147]
[757774],[147]
[1844408],[147]
[134393],[147]
[1074283 1335648],[147 147]
[1320203 2494898 2493150],[147 133 111]
[832622],[147]
[1283795],[147]
[1483804],[147]
[1460767],[147]
[ 480832 2517143  879452  542159  276603],[147 139 139 118 107]
[635364],[147]
[2736849],[147]
[1695878],[147]
[1449671 1300775 2142707 2674810 2081282 2841727 2339613  454564],[147 122 122 122 122 122 122  82]
[999837],[147]
[1676837 1567172 1330312  921642 1126889 1256434],[147  93  93  93  63  63]
[1472909],[147]
[712843],[147]
[921642],[147]
[320279],[147]
[569424],[147]
[ 921642 1674806],[147  34]
[1045120],[147]
[363135],[147]
[404235],[147]
[979046 384731],[147  82]
[1294261],[147]
[1317846],[147]
[1961311],[147]
[795734],[147]
[1211296],[147]
[1018136],[147]
[2673990],[147]
[1241917],[147]
[372214],[147]
[1126054  125465 1859977  970010],[147 136 123 116]
[1929594],[147]
[2579422  251937 1918309],[147 113  89]
[1769705],[147]
[1687082],[146]
[1584094],[146]
[1689615  466944],[146 146]
[2859490],[146]
[1092231],[146]
[499195],[146]
[931734],[146]
[884737],[146]
[241759],[146]
[1057664],[146]
[ 591636  596740  706647 1519172],[146 146 146 146]
[1057664],[146]
[1630965],[146]
[565571],[146]
[1153545],[146]
[1333316],[146]
[1194539 1093026],[146  89]
[1734206],[146]
[955151],[146]
[1781081],[146]
[1030910  877767],[146 146]
[ 250315 2926339],[146 146]
[690829],[146]
[879452],[146]
[123793],[146]
[597314 517998],[146 119]
[1433240],[146]
[1166927 1329021],[146 146]
[1598962],[146]
[1213796 1308013],[146 145]
[310454],[146]
[1338469],[146]
[555063],[146]
[1539576],[146]
[329400 795254],[146 132]
[1834911 2531779 1988815],[146 146 109]
[1003076],[146]
[1224461],[146]
[1036336  125465 1889597  479885],[146  75  75  61]
[534612],[146]
[269950],[146]
[1626903],[146]
[1146287 1266411],[146  28]
[1007691],[146]
[1689209 1962198 2125959],[146 131 129]
[500622 574909],[146 140]
[1126394],[146]
[272388],[146]
[1877137],[146]
[1912012],[146]
[1523882],[146]
[339498],[146]
[2842792],[146]
[1172052],[146]
[1601603],[146]
[363135],[146]
[1880294],[146]
[1812370],[146]
[222318],[146]
[931734],[146]
[ 608649 1479699  536347 1009845],[146 122 122 122]
[1769705],[146]
[ 627759 1897655],[146 146]
[2530612],[146]
[1018136],[146]
[1446293 1294852],[146 146]
[130259],[146]
[936038],[146]
[1505204],[146]
[1020585],[146]
[1712415],[146]
[921642],[146]
[1773356],[146]
[1472909],[146]
[ 292441  402211 2824615 1323006 2834619 2875297  965001 2961855],[146 118 118 118  70  70  62  62]
[1058632],[146]
[2835159],[146]
"[ 435001 1947410 1861964  246037 1876426  422368 2672183 1231865  498544
 1944753]",[146 144 139 137 137 117 117  75  75  41]
[350549],[146]
[1163553  455295 1953967 2655365 1592912 2599988 2644916],[146 137 136 124 119 118 115]
[1099081],[146]
[1872602],[146]
[1643568],[146]
[1111873],[146]
[2198972],[146]
[2531779],[146]
[1497935],[146]
[1527117  347112 2921183],[146 129  33]
[1091654],[146]
[1763585],[146]
[945246],[146]
[ 272388 1901762],[146  93]
[1391477 1027436],[146  51]
[870184],[146]
[1806296],[146]
[ 686139  682043 1436844  515827],[146  27  20  11]
[1490515],[146]
[2058499],[146]
[708549],[146]
[ 377662  180014 1911384 2004376 2341911  734704 1252971 2158338 2083642],[146 146 129 128 108 108  24  24  24]
[946530],[146]
[795254],[146]
[1821702],[146]
[2902058 2812405 1955352  514036 2316070 2126992  600102  598696],[145 145 134 134 134 107  83  44]
[1352656],[145]
[1526552],[145]
[144051 921642],[145 145]
[574286],[145]
[1878047],[145]
[2620667],[145]
[834620],[145]
[1763585],[145]
[1567172 2728805],[145 145]
[1126241],[145]
[1473668],[145]
[1491763 1219459],[145 132]
[1967775 2553295  216159 1175875],[145 145  10  10]
[1711224 1925838],[145 145]
[965768],[145]
[562188],[145]
[546398],[145]
[387552 756819],[145  28]
[1687082],[145]
[1111873  357231],[145 145]
[425423],[145]
[2051413],[145]
[1793377],[145]
[1977540],[145]
[1849737],[145]
[1294852],[145]
[657626],[145]
[1674806],[145]
[1523882 1499177  450618],[145 145 145]
[706145],[145]
[125465],[145]
[1017726],[145]
[1328898],[145]
[2432534],[145]
[1821702],[145]
[1763704],[145]
[424703],[145]
[622041],[145]
[1295171],[145]
[479018],[145]
[706145],[145]
[132738],[145]
[1773356],[145]
[1480010],[145]
[1420770],[145]
[1577074],[145]
[1678888],[145]
[ 424691  216159 1404676],[145  55  55]
[1091654],[145]
[682871 704861 794456 789767],[145  76  76  76]
[654681],[145]
[693185],[145]
[902478 809891],[145 145]
[658625],[145]
[732995],[145]
[2400816 1105210],[145  64]
[ 416213 1309537],[145  92]
[1505204],[145]
[1689209],[145]
[1689209],[145]
[1806296],[145]
[1410653],[145]
[417055],[145]
[1973664],[145]
[1788819],[145]
[2273244 1168767],[145  82]
[747846],[145]
[1955988],[145]
[1523882 1049694],[145 145]
[427952],[145]
[655775 873547],[145 124]
[1111873],[145]
[2141414],[145]
[365727],[145]
[217822],[145]
[1763704 2155094 2477276 1134208],[145  96  96  96]
[1126394],[145]
[1309537],[145]
[686884],[145]
[610093],[145]
[721403],[145]
[391525],[145]
[1761515],[145]
[2531493],[145]
[615009],[145]
[989581],[145]
[1982904  362332],[145  86]
[1529320],[145]
[1972833],[145]
[903647],[145]
[1848844 1821048  273492],[144 144 144]
[2764635],[144]
[ 445150 1965742],[144  85]
[1674806],[144]
[1678888],[144]
[2855612 1667586],[144  89]
[134015],[144]
[427500],[144]
[1689209],[144]
[548104],[144]
[468314],[144]
[ 404235 1687910],[144 118]
[706145],[144]
[1746190],[144]
[1971222],[144]
[532135 125424],[144 119]
[1675905],[144]
[ 531077 2667547 2506903],[144 134  49]
[1869763 2418539],[144 119]
[1882731],[144]
[959200],[144]
[126335],[144]
[217822],[144]
[1773356],[144]
[323870],[144]
[862446],[144]
[1435687 1389231],[144 144]
[1615177],[144]
[ 820057 1064359  977381  241461 1375793 1368672],[144 144 144 144 143 139]
[1787191 1480942],[144 144]
[607186],[144]
[1173025 1863819 1613854],[144 144 144]
"[2842792 2228385 2477276 2872227 2439344 2879483 2875297 2261828 2576099
 2804719 2259054]",[144 144 144 118 118 110  82  82  82  34  34]
[999837],[144]
[1157136 2430661 2432860 2089475 1689146  363275],[144  90  90  69  66  56]
[1611671  632507  829667  669276],[144 121  73  73]
[127865],[144]
[1355618  721424],[144  17]
[1687082],[144]
[1182869],[144]
[ 138431  371022 1977540],[144  99  92]
[310454],[144]
[1622747],[144]
[135750],[144]
[1689782],[144]
[1630499],[144]
[1492694 2791864],[144  51]
[1299039 2698644  515521 2779933 2055795 2627964 2890957 2872227],[144 144 112  85  55  38  35  28]
[1857721],[144]
[1671465 2090448],[144  39]
[1982031],[144]
[1622747],[144]
[1522010],[144]
[756020],[144]
[ 916347 1547971],[144  71]
[1728908],[144]
[1469072],[144]
[883661],[144]
[706145],[144]
[1210233],[144]
[1242074],[144]
[471560],[144]
[ 773361 1821048 1636171 2469789],[143 143 102  54]
[2090997 1044663  140321],[143 143 143]
[1567172],[143]
[540342],[143]
[1806296],[143]
[1763585],[143]
[2157942 1092231],[143 143]
[1059841  128730  427691  815527 2560627  451969 2476569],[143 143 143 143  52  52   7]
"[1839313  710897 1079034 1762904 1404676  373527 1840180 1314014 1863819
  442500 1043392 1097239  530550 2873927 2365085 1428087 1358356]",[143 143 109 109 109 109 109 109 108  45  45  45  45  45  45  45  33]
[833666],[143]
[1071711  970010],[143 143]
[468314],[143]
[1918309  469932 2637649 1701183 2365898],[143 103  31  31  21]
[795254],[143]
[405646],[143]
[2430068],[143]
[2749860],[143]
[451754],[143]
[1106101],[143]
[871172],[143]
[1655531  366475],[143 143]
[2793818 1625843  828903 1801597 1141067],[143 143  76  76  76]
[466944],[143]
[1849737],[143]
[625370],[143]
[999837],[143]
[ 145906 2209432 1546247],[143 112  97]
[1962680],[143]
[1672802],[143]
[961819],[143]
[1241304],[143]
[1959943],[143]
[2283645],[143]
[806919],[143]
[1872602],[143]
[1674806],[143]
[492247],[143]
[1769671],[143]
"[ 933691  441224 2088804 1638062 1859977 2708138  319514 1289744 2420099
  454564]",[143 140 123  87  87  76  75  70  36  21]
[391450],[143]
[544038],[143]
[1568020],[143]
[1090011],[143]
[1793377],[143]
[514036],[143]
[1265357],[142]
[1210991],[142]
[1167885],[142]
[1547178],[142]
[730008],[142]
[1001122 1733906],[142 142]
[2058499],[142]
[787799],[142]
[616682],[142]
[1156321],[142]
[2706431 2052790 2400816 2861781  459535  379441],[142 142 116 116 116  97]
[ 168610 1877137],[142 142]
[1415952],[142]
[1487957 1982904  990533],[142  95  25]
[636562],[142]
[2073013 2554847],[142 142]
[615009],[142]
[387552],[142]
[383730],[142]
[ 287475 1769671],[142 103]
[2783742],[142]
[407323],[142]
[671958],[142]
[657626],[141]
[1981995 1498329 1378631],[141 141 141]
[ 299987 1763704  405258],[141 141 141]
[ 552718 2871253 1727972],[141 141  70]
[1175903  139792],[141 141]
[2364723 2842792 2576099 2379195 2003418],[141 126  83  50  48]
[1498534],[141]
[1844408],[141]
[1435687  725296],[141 141]
[424703],[141]
[1109803],[141]
[1796472  636562],[141 141]
[1952854  197170],[141 141]
[134393],[141]
[1839313],[141]
[1962198],[141]
[1273915],[141]
[1488836],[141]
[2273244],[141]
[472333],[141]
[1399602  658706],[141  62]
[627759],[141]
[833666],[141]
[ 427952 1488836],[141 111]
[514036],[141]
"[1707988 1707988  399935 1754708  222318 1583612 2433401 1227811 1207360
 2198677]",[141 141 140 137 136  90  75  75  71  36]
[1523882],[141]
[1711936],[141]
[540342],[141]
[420498],[141]
[536347],[141]
[1831657],[141]
[1746190  522755],[141 141]
[1515649],[141]
[1959063],[141]
[1317846],[141]
[1505204 1851598],[141 128]
[615009],[141]
[2477276  445150 2052790 2424628  741141 2768637 1965742 2564492],[141 141 141 101 101 101  78  78]
[2488048],[141]
[1317846],[141]
[1399020  984289],[141 103]
[1845435],[141]
[577053 366475],[141  68]
[569424],[141]
[2374314 1279089 1015917],[141 105 105]
[597314],[141]
[134393],[141]
[698153],[140]
[1076484],[140]
[401533],[140]
[1568020  493510],[140 123]
[1300112 1435687  542159],[140  80  61]
[1773356],[140]
[172027],[140]
[1523882 1942313],[140  67]
[545632],[140]
[720017],[140]
[ 992169 1000739 1558936],[140  52  52]
[538840],[140]
[204063 466603],[140  56]
[480832],[140]
[714976],[140]
[1368315 1476825],[140 138]
[1834223],[140]
[1866411  449609],[140 131]
[1674806],[140]
[499380],[140]
[1450450],[140]
[1812370],[140]
[1953205],[140]
[427691],[140]
[ 627759 1768956],[140 140]
[241461],[140]
[534612],[140]
[1451390],[140]
[1924050],[140]
[180014],[140]
[1746967],[140]
[1773356  134015],[140 140]
[1039359],[140]
[1910191],[140]
[700357],[140]
[131117],[140]
[657626],[140]
[1353012  431702],[140 140]
[2344108 2347208],[140 140]
[1800249],[140]
[1844408],[140]
[ 854404  627759 2835159],[140 140 140]
[1518052],[140]
[574286],[140]
[1499974],[140]
[1224461],[140]
[507766],[140]
[1746190],[140]
[1943496  909221  143094 1518795],[140 140 140 140]
[1241917],[140]
[1697200],[140]
[1164757 2937389 1213796],[140 132  70]
[2201631],[140]
[1528722],[140]
[1437907],[140]
[286495],[140]
[1334351 2631147  361530 2356401],[140   4   4   4]
[1335648],[140]
[2169581],[140]
[724319],[140]
[657626],[140]
[1788819],[140]
"[1139254 1279795 1796247  669328 1044722 1996076 1945610  740418 1827823
  363702  612956  321100  529528 2885231 2697691]",[140 138 138 138 138  76  76  76  76  76  76  76  76  61  61]
[1622747  887695],[140  28]
[1213796],[140]
[1674806],[140]
[233596],[140]
[719301],[140]
[ 160612 1729232],[140  57]
[1626903 1918815],[140  27]
[601482],[140]
[1010328],[140]
[278104],[140]
[1420896],[140]
[231133],[140]
[555308],[140]
[1761515],[140]
[1064397],[140]
[1334728],[140]
[132135],[140]
[1294852],[140]
[1446293],[140]
[1505652 1453647],[140 133]
"[1594020  402211 2488734 1794834  843274 1583612 2602273 1794834 2894542
 1373610 2909739 2817812 2431119 2854027 2343376 2007230 2950886 2684435
 2388385 2763121 1408529 1501053 1341504  515827  300980  259934  855939
  221823 1710208  369599 2911015  832175 2625237 2932879 2145486  714449
 1956818 2501372 2118219 1573248 1091440  382702  872676 1161038 1877253
  789011  821100 1314701 1007343 2791864  789011]","[139 139 139 139 139 139 139 139 139 139 138 138 138 138 138 138 138 138
 138 138 111 111 104 104 104 104 104 104 104 104 104 104 103 103 103 103
 103 103 103 103  57  57  57  57  57  57  57  57  57  57  57]"
[1723228  217822 1420896 1412589  646952],[139 139 139 139 139]
[1614071],[139]
[424703],[139]
[1163129 1036336],[139 123]
[2324616  298830 1457171],[139 139 109]
[757135],[139]
"[ 965888 2374314 2655365 1356952 1808106  473854 2202458  441224 1167757
  591636 2378271 1566870  797218 2216225 2036807 1706448 2670837  309634
  319514 2771463  359431  719650  369203 1934274]","[139 139 139 132 129 125 125 116 112 103 103  97  94  90  83  83  83  66
  66  66  66  53  48  24]"
[1469072],[139]
[1529320],[139]
[1379559],[139]
[417055],[139]
[1111873],[139]
[1543836],[139]
[ 781281 2834590],[139 139]
[ 499380 1613579  224876],[139 139 139]
[2728805],[139]
[1523882 1469072  751867],[139 139 139]
[1695279],[139]
[1738544],[139]
[718654],[139]
[335248],[139]
[2579422],[139]
[1725162],[139]
[ 747846 1399602],[139 139]
[1034310 2418158  406895],[139  80  63]
[2233916 2744929 2400816 2147316 1289744],[139 139 139 139 139]
[1962198  657626],[139  63]
[1919019],[139]
[137585],[139]
[1518795],[139]
[755371],[139]
[356619],[139]
[1115223],[139]
[709832 846699],[139  51]
[ 932347 1039359],[139  86]
[2248191],[139]
[795254],[139]
[468020],[139]
[1674806],[139]
[898283],[139]
[2004376],[139]
[668280],[139]
[1959943],[139]
[668280],[139]
[ 251937 2357523 2739219],[139 139 139]
[451591],[139]
[1481329],[139]
[1901762 1691700 2900682 1038793 1132735 2279954 2243662],[139 124  35  35  35  27  27]
[391907],[139]
[1198944],[139]
[2155094],[139]
[1142056],[139]
[755371],[139]
[1947410],[139]
[928312],[139]
[ 427691 1274956],[139  63]
[867148 155381],[139 139]
[1007691],[139]
[2297801  861118],[139  79]
[427691],[139]
[1064397],[139]
[627759],[139]
[1036192],[139]
"[2204947 2491997 2832093 2801353 2874536 1009409 2088124 2939236 2501372
 2922919 1999720 2525612 2267668 2445683 2380117 2385167]",[139 139  98  78  71  71  50  50  50   9   9   9   9   9   9   9]
[522755],[139]
[561264],[139]
[1593041],[139]
[1050242  865585],[139  21]
[174258 354610],[139 112]
[1981289],[139]
[2353185 1650003  972509],[139 125  55]
[224069 227716],[139  83]
[2052790 2411704],[139 117]
[928312 492649],[139  62]
[154002 480832],[139 118]
[461503],[139]
[1708327],[139]
[1486261],[139]
[1530271],[139]
[126335],[139]
[1334728],[139]
[909677],[139]
[1625843  427691],[139  82]
[1799377],[139]
[1111873  795254],[139 111]
[ 141300 1934214],[139 139]
[1901762],[139]
[1883531],[139]
[737598],[139]
[1429912],[139]
[204063],[139]
[1018136],[139]
[139086],[139]
[979016 670722],[139  78]
[1747742],[139]
[883661],[139]
[1108814],[139]
[403038],[139]
[131117],[139]
[1989948],[139]
[1686260  799723],[139  90]
[1429859],[139]
[2755189  183945],[139 133]
[1211562 2771196 2092301 2497550  951771 2768637 2239701 2274466 2476569],[139 108 108 102  84  84  84  63  63]
[1077123],[139]
[345146],[138]
[1665666],[138]
[1194539],[138]
[1747742],[138]
[1939748],[138]
[1731993  965768],[138 132]
[883661 815195],[138  77]
[123793 123373],[138 138]
[1744232],[138]
[946530],[138]
[1567172],[138]
[1567172],[138]
[1674806],[138]
[1842684],[138]
[1680432],[138]
[921642],[138]
[552718],[138]
[1987884],[138]
[2807362],[138]
[1667586],[138]
[1256434 1000254],[138 138]
[769754],[138]
[1351301],[138]
[1482569],[138]
[698130],[138]
[ 643385 1529320],[138  39]
[1241304],[138]
[1323121],[138]
[494731 258206],[138 138]
[1872602],[138]
[424962],[138]
[ 552718 2445656 2953707 2630407],[138 138 133 133]
[565571],[138]
[1989948],[138]
[1831674],[138]
[ 814901 1871026 1963564 2678083 1839031 2424628],[138 124 112 112 112  79]
[1746190],[138]
[397391],[138]
[1430716],[138]
[951095],[138]
[2298403],[138]
[1071711 2646149],[138  95]
[278104],[138]
[1829354],[138]
[1529320 1831026 1678888  172027  255476],[138 138 138 138 132]
[784545],[138]
[ 240137 1504330],[138  80]
[2046641 2934055 2841727 2900163],[138 138 132 132]
[1882731],[138]
[134849],[138]
[730604],[138]
[ 640617  879452  832705 1650003 1641889  927817  972509 2256148],[138 131 131 117  80  74  53  41]
[1882156 1883172],[138 138]
[1882156],[138]
[1326545],[138]
[131117],[138]
[638318 566327],[138 138]
[2460620 2456857 2816877 1620318 1514308],[138 138  84  84  84]
[ 136110 1981558 1917409],[138 138 138]
[1763704],[138]
[1329021 1530271],[138 138]
[1523882],[138]
[565571],[138]
[1567312 1236359],[138 138]
[1876426 1383321  818210 2484886  625370],[138 111  94  76  27]
[1160869  577053],[138 138]
[2193759],[138]
[123793],[138]
[1163553 1787191],[138 138]
[454564],[138]
[1912012 1952622],[138  61]
[323870],[138]
[921642],[138]
[1764436  673731 1546247 2233916 2083642 1493246 2444721],[138 135 112  98  75  75  75]
[1251146],[138]
[1615177],[138]
[1172052],[138]
[1378631],[138]
[1787191],[138]
[1940985],[138]
[614775],[138]
[872951],[138]
[1882156],[138]
[ 686614 2903209 2070968 1308832 2295738 2842317],[138 112 112 101  55  49]
[1112658],[138]
[852204],[138]
[139792],[138]
[1499974],[138]
[1242074],[138]
[1692989],[138]
[ 571931 1289744  346143 1571668  843274  774379  920132  214411 2585116],[138 136 132 110  98  82  56  48  48]
[479885],[138]
[1003076],[138]
[1698166],[138]
[1071711],[138]
[1780558],[138]
[1951265],[138]
[1014293],[138]
[376859],[138]
[1019581],[138]
[1869763],[138]
[148089],[138]
[2953681],[138]
[577053],[138]
[596740],[138]
[315240],[138]
[1520680],[138]
[2398521],[138]
[2077141],[138]
[1832150],[138]
[467817],[138]
[2216575 2007230 2385914],[138 137 123]
[1834223],[138]
[2959486],[138]
[452942],[138]
[1251617 1912012],[138  87]
[1095695],[138]
[637042],[138]
[666794],[138]
[ 607670  617766 1428087  797218  941787 1226974 1340629  996851],[138 136  98  98  69  69  69  69]
[1335648],[138]
[1417294],[138]
[1436642],[138]
[553143],[138]
[1952854],[138]
[134015],[137]
[ 746366  534612 1446293 1010328],[137  97  97   4]
[1404676],[137]
[1586334  449609],[137 137]
[1852099  222318 1340234  286495 1323006],[137 137 103 103  89]
[1457171],[137]
[1937688  199231],[137 137]
[864981],[137]
[747846],[137]
[1122460  377131  326908 1735083 1692683],[137 137 137 137 137]
[134393],[137]
[127865],[137]
[2365085],[137]
[2135899 2064568 2489833 2686855 2923916  969553 2146328 1571446],[137 137 132 130  91  91  62  62]
[671761 423547],[137 137]
[2859490 2497550],[137 137]
[601482 384731],[137  62]
[1410653 1499974],[137 137]
[1436642],[137]
[134393 137585],[137 132]
[ 664558 1952854],[137 137]
[ 399935 1393299 2648913 2727275],[137 137  98  91]
[427227],[137]
[522755 657626],[137 137]
[2478188],[137]
[1335648],[137]
[1832150  315240],[137 137]
[2561746 2195317],[137  97]
[1110985],[137]
[897494],[137]
[315240 344292],[137 137]
[902478],[137]
[ 759314  952836 1762904 1972833 2086116],[137 137 137 137  75]
[883661],[137]
[820057],[137]
[743728],[137]
[757135],[137]
[562188],[137]
[2937389],[137]
[677837],[137]
[129831],[137]
[1186923],[137]
[1229740 1415952],[137 137]
[763393],[137]
[1831674],[137]
[784545],[137]
[1940267],[137]
[ 597314 1971894 1410653],[137  60  18]
[1366460],[137]
[928312],[137]
[1481329],[137]
[127865],[137]
[1505709  454564],[137  41]
[1645046 1332388],[137 128]
[1519172  123793],[137   5]
[918212],[137]
[2465813],[137]
[439655],[137]
[477660 315655],[137  74]
[684027],[137]
[1516843],[137]
[125424],[137]
[610093],[137]
[2077141],[137]
[1210197],[137]
[391907],[137]
[1700282 1940255],[137  92]
[765473],[137]
[ 665360 1973664],[137 131]
[1498329],[137]
[1730589],[137]
[480832],[137]
[1528876],[137]
[2070968 1547971 1278211 2113404 2709694 2922507],[137 118  91  47  28  28]
[1093026],[136]
[1064397],[136]
[1916904],[136]
[773361 633549],[136  11]
[2094768  651557],[136 136]
[1543845],[136]
[ 555311 2348346],[136 136]
[1017726  580060  467817  199457 2414738  129831],[136 136 136  28  28  21]
[709832],[136]
[1378631  376881 1108814],[136 136  77]
[450618 706145],[136 136]
[1069265 1618726],[136 136]
[258206],[136]
[ 756819  123373 1869056],[136  15  15]
[ 986324 1366101],[136 136]
[2874874 2357947 2388385 2048552  646512 2580439],[136 108  88  26  26   6]
[1776280],[136]
[1846399 2551780 2708578 2216229],[136  77  61  61]
[1309537],[136]
[861613],[136]
[862446],[136]
[1415952],[136]
[2642307],[136]
[ 989029 2844327  643385 2124631 2041194],[136 108 108  25  25]
[1174940],[136]
[1446293],[136]
[1266176],[136]
[268562],[136]
[722678 809891],[136 131]
[2408077  680636 2814609 1852937 1050242 1869517],[136 136 122  78  73  71]
[1167885 1460767],[136 136]
[798217],[136]
[1198628],[136]
[1281064],[136]
[1567172],[136]
[2051413],[136]
[304354],[136]
[1690461],[136]
[2881286],[136]
[1694131],[136]
[1951265],[136]
[862446],[136]
[1134208],[136]
[2238169 2605192 2309796],[136 133 105]
[627759],[136]
[2088804 2293670 2157942],[136 136 120]
[2141414],[136]
[534612],[136]
[690829],[136]
[2703625],[136]
[ 987536 1956527],[136  54]
[1215281],[136]
[871172],[136]
[2936752 1460767 2017483],[136 125 108]
[217822],[136]
[1630965],[136]
[2768637  955742 1895994],[136  89  89]
[1663870],[136]
[1763585  660136],[136  96]
[1833819],[136]
[725296],[136]
[ 508973 1581452],[136  27]
[1731468  948002],[136  65]
[767710],[136]
[1711225],[136]
[1446293],[136]
[1667586],[136]
[843274],[136]
[ 456514  276603 1458403],[135 135 108]
[921642],[135]
[1188713],[135]
[2484216 2914063],[135  23]
[2579463],[135]
[1183835],[135]
[1712415],[135]
[1135080],[135]
[1840637 2936752],[135 135]
[1211296 1516843],[135  70]
[1745124],[135]
[387732],[135]
[1598777],[135]
[1754771],[135]
[1155299],[135]
[1857721],[135]
[ 987569 1912012],[135 113]
[ 993779 2021815 2145129],[135 135 135]
[268562],[135]
[1123833],[135]
[1630965],[135]
[141300],[135]
[1787191],[135]
[756020],[135]
